Pokemon,Type,Height,Weight,Abilities,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,Simplified Type,image_path
Pecharunt,"['Poison', 'Ghost']",0.3,0.3,['Poison Puppeteer'],88,286,380,88,162,302,160,292,460,88,162,302,88,162,302,88,162,302,Poison,/content/Pokemon Images DB/Pokemon Images DB/Pecharunt/Pecharunt.png
Pelipper,"['Water', 'Flying']",1.2,28.0,"['Keen Eye', 'Drizzle, Rain Dish (hidden ability)']",60,230,324,50,94,218,100,184,328,95,175,317,70,130,262,65,121,251,Water,/content/Pokemon Images DB/Pokemon Images DB/Pelipper/Pelipper.png
Perrserker,['Steel'],0.8,28.0,"['Battle Armor', 'Tough Claws, Steely Spirit (hidden ability)']",70,250,344,110,202,350,100,184,328,50,94,218,60,112,240,50,94,218,Steel,/content/Pokemon Images DB/Pokemon Images DB/Perrserker/Perrserker.png
Persian,['Normal'],1.0,32.0,"['Limber', 'Technician, Unnerve (hidden ability)']",65,240,334,70,130,262,60,112,240,65,121,251,65,121,251,115,211,361,Normal,/content/Pokemon Images DB/Pokemon Images DB/Persian/Persian.png
Alolan Persian,['Dark'],1.1,33.0,"['Fur Coat', 'Technician, Rattled (hidden ability)']",65,240,334,60,112,240,60,112,240,75,139,273,65,121,251,115,211,361,Dark,/content/Pokemon Images DB/Pokemon Images DB/Alolan Persian/Alolan Persian.png
Petilil,['Grass'],0.5,6.6,"['Chlorophyll', 'Own Tempo, Leaf Guard (hidden ability)']",45,200,294,35,67,185,50,94,218,70,130,262,50,94,218,30,58,174,Grass,/content/Pokemon Images DB/Pokemon Images DB/Petilil/Petilil.png
Phanpy,['Ground'],0.5,33.5,"['Pickup, Sand Veil (hidden ability)']",90,290,384,60,112,240,60,112,240,40,76,196,40,76,196,40,76,196,Ground,/content/Pokemon Images DB/Pokemon Images DB/Phanpy/Phanpy.png
Phantump,"['Ghost', 'Grass']",0.4,7.0,"['Natural Cure', 'Frisk, Harvest (hidden ability)']",43,196,290,70,130,262,48,90,214,50,94,218,60,112,240,38,72,192,Ghost,/content/Pokemon Images DB/Pokemon Images DB/Phantump/Phantump.png
Pheromosa,"['Bug', 'Fighting']",1.8,25.0,['Beast Boost'],71,252,346,137,251,410,37,71,190,137,251,410,37,71,190,151,276,441,Bug,/content/Pokemon Images DB/Pokemon Images DB/Pheromosa/Pheromosa.png
Phione,['Water'],0.4,3.1,['Hydration'],80,270,364,80,148,284,80,148,284,80,148,284,80,148,284,80,148,284,Water,/content/Pokemon Images DB/Pokemon Images DB/Phione/Phione.png
Pichu,['Electric'],0.3,2.0,"['Static, Lightning Rod (hidden ability)']",20,150,244,40,76,196,15,31,141,35,67,185,35,67,185,60,112,240,Electric,/content/Pokemon Images DB/Pokemon Images DB/Pichu/Pichu.png
Pidgeot,"['Normal', 'Flying']",1.5,39.5,"['Keen Eye', 'Tangled Feet, Big Pecks (hidden ability)']",83,276,370,80,148,284,75,139,273,70,130,262,70,130,262,101,186,331,Normal,/content/Pokemon Images DB/Pokemon Images DB/Pidgeot/Pidgeot.png
Mega Pidgeot,"['Normal', 'Flying']",2.2,50.5,['No Guard'],83,276,370,80,148,284,80,148,284,135,247,405,80,148,284,121,222,375,Normal,/content/Pokemon Images DB/Pokemon Images DB/Mega Pidgeot/Mega Pidgeot.png
Pidgeotto,"['Normal', 'Flying']",1.1,30.0,"['Keen Eye', 'Tangled Feet, Big Pecks (hidden ability)']",63,236,330,60,112,240,55,103,229,50,94,218,50,94,218,71,132,265,Normal,/content/Pokemon Images DB/Pokemon Images DB/Pidgeotto/Pidgeotto.png
Pidgey,"['Normal', 'Flying']",0.3,1.8,"['Keen Eye', 'Tangled Feet, Big Pecks (hidden ability)']",40,190,284,45,85,207,40,76,196,35,67,185,35,67,185,56,105,232,Normal,/content/Pokemon Images DB/Pokemon Images DB/Pidgey/Pidgey.png
Pidove,"['Normal', 'Flying']",0.3,2.1,"['Big Pecks', 'Super Luck, Rivalry (hidden ability)']",50,210,304,55,103,229,50,94,218,36,69,188,30,58,174,43,81,203,Normal,/content/Pokemon Images DB/Pokemon Images DB/Pidove/Pidove.png
Pignite,"['Fire', 'Fighting']",1.0,55.5,"['Blaze, Thick Fat (hidden ability)']",90,290,384,93,171,313,55,103,229,70,130,262,55,103,229,55,103,229,Fire,/content/Pokemon Images DB/Pokemon Images DB/Pignite/Pignite.png
Pikachu,['Electric'],0.4,6.0,"['Static, Lightning Rod (hidden ability)']",35,180,274,55,103,229,40,76,196,50,94,218,50,94,218,90,166,306,Electric,/content/Pokemon Images DB/Pokemon Images DB/Pikachu/Pikachu.png
Pikipek,"['Normal', 'Flying']",0.3,1.2,"['Keen Eye', 'Skill Link, Pickup (hidden ability)']",35,180,274,75,139,273,30,58,174,30,58,174,30,58,174,65,121,251,Normal,/content/Pokemon Images DB/Pokemon Images DB/Pikipek/Pikipek.png
Piloswine,"['Ice', 'Ground']",1.1,55.8,"['Oblivious', 'Snow Cloak, Thick Fat (hidden ability)']",100,310,404,100,184,328,80,148,284,60,112,240,60,112,240,50,94,218,Ice,/content/Pokemon Images DB/Pokemon Images DB/Piloswine/Piloswine.png
Pincurchin,['Electric'],0.3,1.0,"['Lightning Rod, Electric Surge (hidden ability)']",48,206,300,101,186,331,95,175,317,91,168,309,85,157,295,15,31,141,Electric,/content/Pokemon Images DB/Pokemon Images DB/Pincurchin/Pincurchin.png
Pineco,['Bug'],0.6,7.2,"['Sturdy, Overcoat (hidden ability)']",50,210,304,65,121,251,90,166,306,35,67,185,35,67,185,15,31,141,Bug,/content/Pokemon Images DB/Pokemon Images DB/Pineco/Pineco.png
Pinsir,['Bug'],1.5,55.0,"['Hyper Cutter', 'Mold Breaker, Moxie (hidden ability)']",65,240,334,125,229,383,100,184,328,55,103,229,70,130,262,85,157,295,Bug,/content/Pokemon Images DB/Pokemon Images DB/Pinsir/Pinsir.png
Mega Pinsir,"['Bug', 'Flying']",1.7,59.0,['Aerilate'],65,240,334,155,283,449,120,220,372,65,121,251,90,166,306,105,193,339,Bug,/content/Pokemon Images DB/Pokemon Images DB/Mega Pinsir/Mega Pinsir.png
Piplup,['Water'],0.4,5.2,"['Torrent, Defiant (hidden ability)']",53,216,310,51,96,221,53,99,225,61,114,243,56,105,232,40,76,196,Water,/content/Pokemon Images DB/Pokemon Images DB/Piplup/Piplup.png
Plusle,['Electric'],0.4,4.2,"['Plus, Lightning Rod (hidden ability)']",60,230,324,50,94,218,40,76,196,85,157,295,75,139,273,95,175,317,Electric,/content/Pokemon Images DB/Pokemon Images DB/Plusle/Plusle.png
Poipole,['Poison'],0.6,1.8,['Beast Boost'],67,244,338,73,135,269,67,125,256,73,135,269,67,125,256,73,135,269,Poison,/content/Pokemon Images DB/Pokemon Images DB/Poipole/Poipole.png
Politoed,['Water'],1.1,33.9,"['Water Absorb', 'Damp, Drizzle (hidden ability)']",90,290,384,75,139,273,75,139,273,90,166,306,100,184,328,70,130,262,Water,/content/Pokemon Images DB/Pokemon Images DB/Politoed/Politoed.png
Poliwag,['Water'],0.6,12.4,"['Water Absorb', 'Damp, Swift Swim (hidden ability)']",40,190,284,50,94,218,40,76,196,40,76,196,40,76,196,90,166,306,Water,/content/Pokemon Images DB/Pokemon Images DB/Poliwag/Poliwag.png
Poliwhirl,['Water'],1.0,20.0,"['Water Absorb', 'Damp, Swift Swim (hidden ability)']",65,240,334,65,121,251,65,121,251,50,94,218,50,94,218,90,166,306,Water,/content/Pokemon Images DB/Pokemon Images DB/Poliwhirl/Poliwhirl.png
Poliwrath,"['Water', 'Fighting']",1.3,54.0,"['Water Absorb', 'Damp, Swift Swim (hidden ability)']",90,290,384,95,175,317,95,175,317,70,130,262,90,166,306,70,130,262,Water,/content/Pokemon Images DB/Pokemon Images DB/Poliwrath/Poliwrath.png
Poltchageist,"['Grass', 'Ghost']",0.1,1.1,"['Hospitality, Heatproof (hidden ability)']",40,190,284,45,85,207,45,85,207,74,137,271,54,101,227,50,94,218,Grass,/content/Pokemon Images DB/Pokemon Images DB/Poltchageist/Poltchageist.png
Polteageist,['Ghost'],0.2,0.4,"['Weak Armor, Cursed Body (hidden ability)']",60,230,324,65,121,251,65,121,251,134,245,403,114,209,359,70,130,262,Ghost,/content/Pokemon Images DB/Pokemon Images DB/Polteageist/Polteageist.png
Ponyta,['Fire'],1.0,30.0,"['Run Away', 'Flash Fire, Flame Body (hidden ability)']",50,210,304,85,157,295,55,103,229,65,121,251,65,121,251,90,166,306,Fire,/content/Pokemon Images DB/Pokemon Images DB/Ponyta/Ponyta.png
Galarian Ponyta,['Psychic'],0.8,24.0,"['Run Away', 'Pastel Veil, Anticipation (hidden ability)']",50,210,304,85,157,295,55,103,229,65,121,251,65,121,251,90,166,306,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Galarian Ponyta/Galarian Ponyta.png
Poochyena,['Dark'],0.5,13.6,"['Run Away', 'Quick Feet, Rattled (hidden ability)']",35,180,274,55,103,229,35,67,185,30,58,174,30,58,174,35,67,185,Dark,/content/Pokemon Images DB/Pokemon Images DB/Poochyena/Poochyena.png
Popplio,['Water'],0.4,7.5,"['Torrent, Liquid Voice (hidden ability)']",50,210,304,54,101,227,54,101,227,66,123,254,56,105,232,40,76,196,Water,/content/Pokemon Images DB/Pokemon Images DB/Popplio/Popplio.png
Porygon,['Normal'],0.8,36.5,"['Trace', 'Download, Analytic (hidden ability)']",65,240,334,60,112,240,70,130,262,85,157,295,75,139,273,40,76,196,Normal,/content/Pokemon Images DB/Pokemon Images DB/Porygon/Porygon.png
Porygon-Z,['Normal'],0.9,34.0,"['Adaptability', 'Download, Analytic (hidden ability)']",85,280,374,80,148,284,70,130,262,135,247,405,75,139,273,90,166,306,Normal,/content/Pokemon Images DB/Pokemon Images DB/Porygon-Z/Porygon-Z.png
Porygon2,['Normal'],0.6,32.5,"['Trace', 'Download, Analytic (hidden ability)']",85,280,374,80,148,284,90,166,306,105,193,339,95,175,317,60,112,240,Normal,/content/Pokemon Images DB/Pokemon Images DB/Porygon2/Porygon2.png
Primarina,"['Water', 'Fairy']",1.8,44.0,"['Torrent, Liquid Voice (hidden ability)']",80,270,364,74,137,271,74,137,271,126,231,386,116,213,364,60,112,240,Water,/content/Pokemon Images DB/Pokemon Images DB/Primarina/Primarina.png
Primeape,['Fighting'],1.0,32.0,"['Vital Spirit', 'Anger Point, Defiant (hidden ability)']",65,240,334,105,193,339,60,112,240,60,112,240,70,130,262,95,175,317,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Primeape/Primeape.png
Prinplup,['Water'],0.8,23.0,"['Torrent, Defiant (hidden ability)']",64,238,332,66,123,254,68,126,258,81,150,287,76,141,276,50,94,218,Water,/content/Pokemon Images DB/Pokemon Images DB/Prinplup/Prinplup.png
Probopass,"['Rock', 'Steel']",1.4,340.0,"['Sturdy', 'Magnet Pull, Sand Force (hidden ability)']",60,230,324,55,103,229,145,265,427,75,139,273,150,274,438,40,76,196,Rock,/content/Pokemon Images DB/Pokemon Images DB/Probopass/Probopass.png
Psyduck,['Water'],0.8,19.6,"['Damp', 'Cloud Nine, Swift Swim (hidden ability)']",50,210,304,52,98,223,48,90,214,65,121,251,50,94,218,55,103,229,Water,/content/Pokemon Images DB/Pokemon Images DB/Psyduck/Psyduck.png
Pupitar,"['Rock', 'Ground']",1.2,152.0,['Shed Skin'],70,250,344,84,155,293,70,130,262,65,121,251,70,130,262,51,96,221,Rock,/content/Pokemon Images DB/Pokemon Images DB/Pupitar/Pupitar.png
Purrloin,['Dark'],0.4,10.1,"['Limber', 'Unburden, Prankster (hidden ability)']",41,192,286,50,94,218,37,71,190,50,94,218,37,71,190,66,123,254,Dark,/content/Pokemon Images DB/Pokemon Images DB/Purrloin/Purrloin.png
Purugly,['Normal'],1.0,43.8,"['Thick Fat', 'Own Tempo, Defiant (hidden ability)']",71,252,346,82,152,289,64,119,249,64,119,249,59,110,238,112,206,355,Normal,/content/Pokemon Images DB/Pokemon Images DB/Purugly/Purugly.png
Pyroar,"['Fire', 'Normal']",1.5,81.5,"['Rivalry', 'Unnerve, Moxie (hidden ability)']",86,282,376,68,126,258,72,134,267,109,200,348,66,123,254,106,195,342,Fire,/content/Pokemon Images DB/Pokemon Images DB/Pyroar/Pyroar.png
Pyukumuku,['Water'],0.3,1.2,"['Innards Out, Unaware (hidden ability)']",55,220,314,60,112,240,130,238,394,30,58,174,130,238,394,5,13,119,Water,/content/Pokemon Images DB/Pokemon Images DB/Pyukumuku/Pyukumuku.png
Quagsire,"['Water', 'Ground']",1.4,75.0,"['Damp', 'Water Absorb, Unaware (hidden ability)']",95,300,394,85,157,295,85,157,295,65,121,251,65,121,251,35,67,185,Water,/content/Pokemon Images DB/Pokemon Images DB/Quagsire/Quagsire.png
Quaquaval,"['Water', 'Fighting']",1.8,61.9,"['Torrent, Moxie (hidden ability)']",85,280,374,120,220,372,80,148,284,85,157,295,75,139,273,85,157,295,Water,/content/Pokemon Images DB/Pokemon Images DB/Quaquaval/Quaquaval.png
Quaxly,['Water'],0.5,6.1,"['Torrent, Moxie (hidden ability)']",55,220,314,65,121,251,45,85,207,50,94,218,45,85,207,50,94,218,Water,/content/Pokemon Images DB/Pokemon Images DB/Quaxly/Quaxly.png
Quaxwell,['Water'],1.2,21.5,"['Torrent, Moxie (hidden ability)']",70,250,344,85,157,295,65,121,251,65,121,251,60,112,240,65,121,251,Water,/content/Pokemon Images DB/Pokemon Images DB/Quaxwell/Quaxwell.png
Quilava,['Fire'],0.9,19.0,"['Blaze, Flash Fire (hidden ability)']",58,226,320,64,119,249,58,108,236,80,148,284,65,121,251,80,148,284,Fire,/content/Pokemon Images DB/Pokemon Images DB/Quilava/Quilava.png
Quilladin,['Grass'],0.7,29.0,"['Overgrow, Bulletproof (hidden ability)']",61,232,326,78,144,280,95,175,317,56,105,232,58,108,236,57,107,234,Grass,/content/Pokemon Images DB/Pokemon Images DB/Quilladin/Quilladin.png
Qwilfish,"['Water', 'Poison']",0.5,3.9,"['Poison Point', 'Swift Swim, Intimidate (hidden ability)']",65,240,334,95,175,317,85,157,295,55,103,229,55,103,229,85,157,295,Water,/content/Pokemon Images DB/Pokemon Images DB/Qwilfish/Qwilfish.png
Hisuian Qwilfish,"['Dark', 'Poison']",0.5,3.9,"['Poison Point', 'Swift Swim, Intimidate (hidden ability)']",65,240,334,95,175,317,85,157,295,55,103,229,55,103,229,85,157,295,Dark,/content/Pokemon Images DB/Pokemon Images DB/Hisuian Qwilfish/Hisuian Qwilfish.png
Raboot,['Fire'],0.6,9.0,"['Blaze, Libero (hidden ability)']",65,240,334,86,159,298,60,112,240,55,103,229,60,112,240,94,173,315,Fire,/content/Pokemon Images DB/Pokemon Images DB/Raboot/Raboot.png
Rabsca,"['Bug', 'Psychic']",0.3,3.5,"['Synchronize, Telepathy (hidden ability)']",75,260,354,50,94,218,85,157,295,115,211,361,100,184,328,45,85,207,Bug,/content/Pokemon Images DB/Pokemon Images DB/Rabsca/Rabsca.png
Raging Bolt,"['Electric', 'Dragon']",5.2,480.0,['Protosynthesis'],125,360,454,73,135,269,91,168,309,137,251,410,89,164,304,75,139,273,Electric,/content/Pokemon Images DB/Pokemon Images DB/Raging Bolt/Raging Bolt.png
Raichu,['Electric'],0.8,30.0,"['Static, Lightning Rod (hidden ability)']",60,230,324,90,166,306,55,103,229,90,166,306,80,148,284,110,202,350,Electric,/content/Pokemon Images DB/Pokemon Images DB/Raichu/Raichu.png
Alolan Raichu,"['Electric', 'Psychic']",0.7,21.0,['Surge Surfer'],60,230,324,85,157,295,50,94,218,95,175,317,85,157,295,110,202,350,Electric,/content/Pokemon Images DB/Pokemon Images DB/Alolan Raichu/Alolan Raichu.png
Raikou,['Electric'],1.9,178.0,"['Pressure, Inner Focus (hidden ability)']",90,290,384,85,157,295,75,139,273,115,211,361,100,184,328,115,211,361,Electric,/content/Pokemon Images DB/Pokemon Images DB/Raikou/Raikou.png
Ralts,"['Psychic', 'Fairy']",0.4,6.6,"['Synchronize', 'Trace, Telepathy (hidden ability)']",28,166,260,25,49,163,25,49,163,45,85,207,35,67,185,40,76,196,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Ralts/Ralts.png
Rampardos,['Rock'],1.6,102.5,"['Mold Breaker, Sheer Force (hidden ability)']",97,304,398,165,301,471,60,112,240,65,121,251,50,94,218,58,108,236,Rock,/content/Pokemon Images DB/Pokemon Images DB/Rampardos/Rampardos.png
Rapidash,['Fire'],1.7,95.0,"['Run Away', 'Flash Fire, Flame Body (hidden ability)']",65,240,334,100,184,328,70,130,262,80,148,284,80,148,284,105,193,339,Fire,/content/Pokemon Images DB/Pokemon Images DB/Rapidash/Rapidash.png
Galarian Rapidash,"['Psychic', 'Fairy']",1.7,80.0,"['Run Away', 'Pastel Veil, Anticipation (hidden ability)']",65,240,334,100,184,328,70,130,262,80,148,284,80,148,284,105,193,339,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Galarian Rapidash/Galarian Rapidash.png
Raticate,['Normal'],0.7,18.5,"['Run Away', 'Guts, Hustle (hidden ability)']",55,220,314,81,150,287,60,112,240,50,94,218,70,130,262,97,179,322,Normal,/content/Pokemon Images DB/Pokemon Images DB/Raticate/Raticate.png
Alolan Raticate,"['Dark', 'Normal']",0.7,25.5,"['Gluttony', 'Hustle, Thick Fat (hidden ability)']",75,260,354,71,132,265,70,130,262,40,76,196,80,148,284,77,143,278,Dark,/content/Pokemon Images DB/Pokemon Images DB/Alolan Raticate/Alolan Raticate.png
Rattata,['Normal'],0.3,3.5,"['Run Away', 'Guts, Hustle (hidden ability)']",30,170,264,56,105,232,35,67,185,25,49,163,35,67,185,72,134,267,Normal,/content/Pokemon Images DB/Pokemon Images DB/Rattata/Rattata.png
Alolan Rattata,"['Dark', 'Normal']",0.3,3.8,"['Gluttony', 'Hustle, Thick Fat (hidden ability)']",30,170,264,56,105,232,35,67,185,25,49,163,35,67,185,72,134,267,Dark,/content/Pokemon Images DB/Pokemon Images DB/Alolan Rattata/Alolan Rattata.png
Rayquaza,"['Dragon', 'Flying']",7.0,206.5,['Air Lock'],105,320,414,150,274,438,90,166,306,150,274,438,90,166,306,95,175,317,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Rayquaza/Rayquaza.png
Mega Rayquaza,"['Dragon', 'Flying']",10.8,392.0,['Delta Stream'],105,320,414,180,328,504,100,184,328,180,328,504,100,184,328,115,211,361,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Mega Rayquaza/Mega Rayquaza.png
Regice,['Ice'],1.8,175.0,"['Clear Body, Ice Body (hidden ability)']",80,270,364,50,94,218,100,184,328,100,184,328,200,364,548,50,94,218,Ice,/content/Pokemon Images DB/Pokemon Images DB/Regice/Regice.png
Regidrago,['Dragon'],2.1,200.0,"[""Dragon's Maw""]",200,510,604,100,184,328,50,94,218,100,184,328,50,94,218,80,148,284,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Regidrago/Regidrago.png
Regieleki,['Electric'],1.2,145.0,['Transistor'],80,270,364,100,184,328,50,94,218,100,184,328,50,94,218,200,364,548,Electric,/content/Pokemon Images DB/Pokemon Images DB/Regieleki/Regieleki.png
Regigigas,['Normal'],3.7,420.0,['Slow Start'],110,330,424,160,292,460,110,202,350,80,148,284,110,202,350,100,184,328,Normal,/content/Pokemon Images DB/Pokemon Images DB/Regigigas/Regigigas.png
Regirock,['Rock'],1.7,230.0,"['Clear Body, Sturdy (hidden ability)']",80,270,364,100,184,328,200,364,548,50,94,218,100,184,328,50,94,218,Rock,/content/Pokemon Images DB/Pokemon Images DB/Regirock/Regirock.png
Registeel,['Steel'],1.9,205.0,"['Clear Body, Light Metal (hidden ability)']",80,270,364,75,139,273,150,274,438,75,139,273,150,274,438,50,94,218,Steel,/content/Pokemon Images DB/Pokemon Images DB/Registeel/Registeel.png
Relicanth,"['Water', 'Rock']",1.0,23.4,"['Swift Swim', 'Rock Head, Sturdy (hidden ability)']",100,310,404,90,166,306,130,238,394,45,85,207,65,121,251,55,103,229,Water,/content/Pokemon Images DB/Pokemon Images DB/Relicanth/Relicanth.png
Rellor,['Bug'],0.2,1.0,"['Compound Eyes, Shed Skin (hidden ability)']",41,192,286,50,94,218,60,112,240,31,60,177,58,108,236,30,58,174,Bug,/content/Pokemon Images DB/Pokemon Images DB/Rellor/Rellor.png
Remoraid,['Water'],0.6,12.0,"['Hustle', 'Sniper, Moody (hidden ability)']",35,180,274,65,121,251,35,67,185,65,121,251,35,67,185,65,121,251,Water,/content/Pokemon Images DB/Pokemon Images DB/Remoraid/Remoraid.png
Reshiram,"['Dragon', 'Fire']",3.2,330.0,['Turboblaze'],100,310,404,120,220,372,100,184,328,150,274,438,120,220,372,90,166,306,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Reshiram/Reshiram.png
Reuniclus,['Psychic'],1.0,20.1,"['Overcoat', 'Magic Guard, Regenerator (hidden ability)']",110,330,424,65,121,251,75,139,273,125,229,383,85,157,295,30,58,174,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Reuniclus/Reuniclus.png
Revavroom,"['Steel', 'Poison']",1.8,120.0,"['Overcoat, Filter (hidden ability)']",80,270,364,119,218,370,90,166,306,54,101,227,67,125,256,90,166,306,Steel,/content/Pokemon Images DB/Pokemon Images DB/Revavroom/Revavroom.png
Rhydon,"['Ground', 'Rock']",1.9,120.0,"['Lightning Rod', 'Rock Head, Reckless (hidden ability)']",105,320,414,130,238,394,120,220,372,45,85,207,45,85,207,40,76,196,Ground,/content/Pokemon Images DB/Pokemon Images DB/Rhydon/Rhydon.png
Rhyhorn,"['Ground', 'Rock']",1.0,115.0,"['Lightning Rod', 'Rock Head, Reckless (hidden ability)']",80,270,364,85,157,295,95,175,317,30,58,174,30,58,174,25,49,163,Ground,/content/Pokemon Images DB/Pokemon Images DB/Rhyhorn/Rhyhorn.png
Rhyperior,"['Ground', 'Rock']",2.4,282.8,"['Lightning Rod', 'Solid Rock, Reckless (hidden ability)']",115,340,434,140,256,416,130,238,394,55,103,229,55,103,229,40,76,196,Ground,/content/Pokemon Images DB/Pokemon Images DB/Rhyperior/Rhyperior.png
Ribombee,"['Bug', 'Fairy']",0.2,0.5,"['Honey Gather', 'Shield Dust, Sweet Veil (hidden ability)']",60,230,324,55,103,229,60,112,240,95,175,317,70,130,262,124,227,381,Bug,/content/Pokemon Images DB/Pokemon Images DB/Ribombee/Ribombee.png
Rillaboom,['Grass'],2.1,90.0,"['Overgrow, Grassy Surge (hidden ability)']",100,310,404,125,229,383,90,166,306,60,112,240,70,130,262,85,157,295,Grass,/content/Pokemon Images DB/Pokemon Images DB/Rillaboom/Rillaboom.png
Riolu,['Fighting'],0.7,20.2,"['Steadfast', 'Inner Focus, Prankster (hidden ability)']",40,190,284,70,130,262,40,76,196,35,67,185,40,76,196,60,112,240,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Riolu/Riolu.png
Roaring Moon,"['Dragon', 'Dark']",2.0,380.0,['Protosynthesis'],105,320,414,139,254,414,71,132,265,55,103,229,101,186,331,119,218,370,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Roaring Moon/Roaring Moon.png
Rockruff,['Rock'],0.5,9.2,"['Keen Eye', 'Vital Spirit, Steadfast (hidden ability)']",45,200,294,65,121,251,40,76,196,30,58,174,40,76,196,60,112,240,Rock,/content/Pokemon Images DB/Pokemon Images DB/Rockruff/Rockruff.png
Roggenrola,['Rock'],0.4,18.0,"['Sturdy', 'Weak Armor, Sand Force (hidden ability)']",55,220,314,75,139,273,85,157,295,25,49,163,25,49,163,15,31,141,Rock,/content/Pokemon Images DB/Pokemon Images DB/Roggenrola/Roggenrola.png
Rolycoly,['Rock'],0.3,12.0,"['Steam Engine', 'Heatproof, Flash Fire (hidden ability)']",30,170,264,40,76,196,50,94,218,40,76,196,50,94,218,30,58,174,Rock,/content/Pokemon Images DB/Pokemon Images DB/Rolycoly/Rolycoly.png
